Date,GA,GA Title,Lecture Title,URL,Location
22/04/1924,316,Course for Young Doctors,Easter Course II,https://rsarchive.org/Lectures/YoungDoctors/19240422a01.html,Dornach
23/04/1924,236,Karmic Relationships II,The Study of History and the Observation of Man,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240423a01.html,Dornach
23/04/1924,314,Meetings with Practicing Physicians,Second Discussion,https://rsarchive.org/Lectures/GA314/English/SOL2025/19240423m01.html,Dornach
23/04/1924,316,Course for Young Doctors,Easter Course III,https://rsarchive.org/Lectures/YoungDoctors/19240423p01.html,Dornach
24/04/1924,316,Course for Young Doctors,Easter Course IV,https://rsarchive.org/Lectures/YoungDoctors/19240424a01.html,Dornach
24/04/1924,316,Course for Young Doctors,Evening Gathering,https://rsarchive.org/Lectures/YoungDoctors/19240424p01.html,Dornach
25/04/1924,270,Esoteric Lessons for the First Class II,Tenth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018b/19240425a01.html,Dornach
25/04/1924,270,Esoteric Instructions,Tenth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240425-JR.html,Dornach
25/04/1924,316,Course for Young Doctors,Easter Course V,https://rsarchive.org/Lectures/YoungDoctors/19240425p01.html,Dornach
26/04/1924,236,Karmic Relationships II,"Reincarnation of Former Initiates, Ibsen, Wedekind, Hölderlein",https://rsarchive.org/Lectures/GA236/English/RSP1974/19240426p01.html,Dornach
26/04/1924,353,The History of Humanity and the World Views of Civilized Nations,About Scarring — The Mummy,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240426p02.html,Dornach
27/04/1924,236,Karmic Relationships II,"Wonder in Everyday Life, Nero, Crown Prince Rudolf",https://rsarchive.org/Lectures/GA236/English/RSP1974/19240427p01.html,Dornach
27/04/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science XI,https://rsarchive.org/Articles/GA037/English/SOL2023/19240427b01.html,
29/04/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Fifth Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240429d01.html,Stuttgart
30/04/1924,298,Rudolf Steiner in the Waldorf School,Address at the assembly at the beginning of the sixth school year,https://rsarchive.org/Lectures/GA298/English/AP1996/19240430d01.html,Stuttgart
30/04/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Sixth Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240430d01.html,Stuttgart
02/05/1924,270,Esoteric Lessons for the First Class II,Eleventh Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018b/19240502p01.html,Dornach
02/05/1924,270,Esoteric Instructions,Eleventh Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240502-JR.html,Dornach
03/05/1924,261,Our Dead,Memorial address for Charlotte Ferreri and Edith Maryon,https://rsarchive.org/Lectures/GA261/English/SOL2025/19240503.html,Dornach
04/05/1924,236,Karmic Relationships II,The Study of Karma and Moral Life,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240504p01.html,Dornach
04/05/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,The School of Spiritual Science XII,https://rsarchive.org/Articles/GA037/English/SOL2023/19240504b01.html,
04/05/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Communications from the Board of Directors,https://rsarchive.org/Articles/GA037/English/SOL2023/19240504v01.html,
05/05/1924,353,The History of Humanity and the World Views of Civilized Nations,On the Foundation of a Spiritual-Scientific Astronomy,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240505p02.html,Dornach
06/05/1924,261,Our Dead,Eulogy at the Cremation of Edith Maryon,https://rsarchive.org/Lectures/GA261/English/SOL2025/19240506.html,Basel
08/05/1924,353,"Star Wisdom, Moon Religion, Sun Religion",Characteristics of Judaism,https://rsarchive.org/Lectures/GA353/English/RSPC1950/19240508p01.html,Dornach
09/05/1924,236,Karmic Relationships II,Perception of Karma,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240509p01.html,Dornach
10/05/1924,236,Karmic Relationships II,Karmic Connections in Relation to the Physical,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240510p01.html,Dornach
10/05/1924,353,The History of Humanity and the World Views of Civilized Nations,About the Sephirot Tree,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240510p02.html,Dornach
11/05/1924,236,Karmic Relationships II,"The Inner Configuration of Karma, Reading World Script, Ten Aristotelian Concepts",https://rsarchive.org/Lectures/GA236/English/RSP1974/19240511p01.html,Dornach
11/05/1924,270,Esoteric Lessons for the First Class II,Twelfth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018b/19240511v01.html,Dornach
11/05/1924,270,Esoteric Instructions,Twelfth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240511-JR.html,Dornach
14/05/1924,353,The History of Humanity and the World Views of Civilized Nations,"On Kant, Schopenhauer and Eduard von Hartmann",https://rsarchive.org/Lectures/GA353/English/SOL2024/19240514p02.html,Dornach
16/05/1924,236,Karmic Relationships II,Terrestrial and Extra-terrestrial Shaping of Karma,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240516p01.html,Dornach
17/05/1924,270,Esoteric Lessons for the First Class II,Thirteenth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018b/19240517a01.html,Dornach
17/05/1924,270,Esoteric Instructions,Thirteenth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240517-JR.html,Dornach
17/05/1924,353,The History of Humanity and the World Views of Civilized Nations,"About Comets and the Solar System, the Zodiac and the Rest of the Fixed Starry Sky",https://rsarchive.org/Lectures/GA353/English/SOL2024/19240517p02.html,Dornach
18/05/1924,236,Karmic Relationships II,Beings of the Spiritual World and the Shaping of Karma,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240518p01.html,Dornach
18/05/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Communications from the Board of Directors,https://rsarchive.org/Articles/GA037/English/SOL2023/19240518v01.html,
20/05/1924,353,The History of Humanity and the World Views of Civilized Nations,Decadent Atlantic Culture in Tibet – The Dalai Lama How can Europe spread its spiritual culture in Asia? – Englishmen and Germans as colonizers,https://rsarchive.org/Lectures/GA353/English/SOL2024/19240520p02.html,Dornach
20/05/1924,262,Correspondence with Marie Steiner 1901–1925,191. Telegram to Marie Steiner in Nuremberg,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240520.html,Dornach
21/05/1924,262,Correspondence with Marie Steiner 1901–1925,192. Letter to Rudolf Steiner,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240521.html,Dornach
22/05/1924,262,Correspondence with Marie Steiner 1901–1925,193. Letter to Marie Steiner in Eisenach,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240522.html,Dornach
23/05/1924,239,Karmic Relationships V,Lecture V,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240523p01.html,Paris
24/05/1924,239,Karmic Relationships V,Lecture VI,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240524p01.html,Paris
25/05/1924,239,Karmic Relationships V,Lecture VII,https://rsarchive.org/Lectures/GA239/English/RSP1966/19240525p01.html,Paris
25/05/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Communications from the Board of Directors,https://rsarchive.org/Articles/GA037/English/SOL2023/19240525v01.html,
25/05/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Goetheanum and College Courses,https://rsarchive.org/Articles/GA037/English/SOL2023/19240525g01.html,
26/05/1924,84,What is the Purpose of Anthroposophy and the Goetheanum?,How to Know Things About the Supernatural World,https://rsarchive.org/Lectures/GA084/English/SOL2024/19240526p01.html,Paris
26/05/1924,262,Correspondence with Marie Steiner 1901–1925,194. Letter to Rudolf Steiner,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240526.html,Paris
27/05/1924,262,Correspondence with Marie Steiner 1901–1925,195. Letter to Marie Steiner on a eurythmy tour,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240527.html,Paris
28/05/1924,262,Correspondence with Marie Steiner 1901–1925,195a. Letter to Rudolf Steiner,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240528.html,Naumberg
29/05/1924,236,Karmic Relationships II,"Influence of the Hierarchies, Planetary Beings, Voltaire",https://rsarchive.org/Lectures/GA236/English/RSP1974/19240529p01.html,Dornach
30/05/1924,236,Karmic Relationships II,Understanding Karmic Connections,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240530p01.html,Dornach
31/05/1924,270,Esoteric Lessons for the First Class II,Fourteenth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018b/19240531p01.html,Dornach
31/05/1924,270,Esoteric Instructions,Fourteenth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240531-JR.html,Dornach
31/05/1924,262,Correspondence with Marie Steiner 1901–1925,196. Letter to Marie Steiner on a eurythmy tour,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240531.html,Dornach
01/06/1924,240,Karmic Relationships VI,Lecture VI,https://rsarchive.org/Lectures/GA240/English/RSP1971/19240601p01.html,Stuttgart
01/06/1924,298,Rudolf Steiner in the Waldorf School,The fourth official meeting of the Independent Waldorf School Association: How Teachers Interact with the Home in the Spirit of Waldorf Pedagogy,https://rsarchive.org/Lectures/GA298/English/AP1996/19240601d01.html,Stuttgart
01/06/1924,262,Correspondence with Marie Steiner 1901–1925,197. Letter to Rudolf Steiner,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240601.html,Dornach
02/06/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Seventh Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240602d01.html,Stuttgart
04/06/1924,353,The History of Humanity and the World Views of Civilized Nations,"The Nature of the Sun – Origins of the Freemasonry: The Sign, grip and word — Ku Klux Klan",https://rsarchive.org/Lectures/GA353/English/SOL2024/19240604p02.html,Dornach
04/06/1924,,The Festivals and Their Meaning III : Ascension and Pentecost,The Whitsun Festival. Its Place in the Study of Karma,https://rsarchive.org/Lectures/AscenPent/19240604p01.html,Dornach
04/06/1924,262,Correspondence with Marie Steiner 1901–1925,198. Postcard to Rudolf Steiner,https://rsarchive.org/Lectures/GA262/English/SOL2025/19240604.html,Stuttgart
07/06/1924,239,Karmic Relationships: VII,Lecture I,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240607a01.html,Wrocław
07/06/1924,327,The Agriculture Course (1938),Lecture I,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240607p02.html,Koberwitz
07/06/1924,327,The Agriculture Course (1958),Lecture I,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240607p01.html,Koberwitz
08/06/1924,239,Karmic Relationships: VII,Lecture II,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240608p01.html,Wrocław
08/06/1924,37,Writings on the History of the Anthroposophical Movement and Society 1902–1925,Communications from the Board of Directors,https://rsarchive.org/Articles/GA037/English/SOL2023/19240608v01.html,
09/06/1924,217a,Youth in an Age of Light,Youth in an Age of Light,https://rsarchive.org/Lectures/GA217a/English/Singles/19240609p01.html,Wrocław
09/06/1924,239,Karmic Relationships: VII,Lecture III,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240609a01.html,Wrocław
10/06/1924,239,Karmic Relationships: VII,Lecture IV,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240610a01.html,Wrocław
10/06/1924,327,The Agriculture Course (1938),Lecture II,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240610p02.html,Koberwitz
10/06/1924,327,The Agriculture Course (1958),Lecture II,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240610p01.html,Koberwitz
11/06/1924,239,Karmic Relationships: VII,Lecture V,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240611a01.html,Wrocław
11/06/1924,327,The Agriculture Course (1938),Lecture III,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240611p02.html,Koberwitz
11/06/1924,327,The Agriculture Course (1958),Lecture III,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240611p01.html,Koberwitz
11/06/1924,327,The Agriculture Course (1958),Address to the Agricultural Working Group ('The Ring-Test'),https://rsarchive.org/Lectures/GA327/English/BDA1958/Ag1958_address.html,Koberwitz
12/06/1924,239,Karmic Relationships: VII,Lecture VI,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240612a01.html,Wrocław
12/06/1924,327,The Agriculture Course (1938),Lecture IV,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240612p02.html,Koberwitz
12/06/1924,327,The Agriculture Course (1958),Lecture IV,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240612p01.html,Koberwitz
13/06/1924,239,Karmic Relationships: VII,Lecture VII,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240613a01.html,Wrocław
13/06/1924,327,The Agriculture Course (1938),Lecture V,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240613p02.html,Koberwitz
13/06/1924,327,The Agriculture Course (1958),Lecture V,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240613p01.html,Koberwitz
14/06/1924,239,Karmic Relationships: VII,Lecture VIII,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240614a01.html,Wrocław
14/06/1924,327,The Agriculture Course (1938),Lecture VI,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240614p02.html,Koberwitz
14/06/1924,327,The Agriculture Course (1958),Lecture VI,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240614p01.html,Koberwitz
15/06/1924,239,Karmic Relationships: VII,Lecture IX,https://rsarchive.org/Lectures/GA239/English/RSP1973/19240615a01.html,Wrocław
15/06/1924,327,The Agriculture Course (1938),Lecture VII,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240615p02.html,Koberwitz
15/06/1924,327,The Agriculture Course (1958),Lecture VII,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240615p01.html,Koberwitz
16/06/1924,327,The Agriculture Course (1938),Lecture VIII,https://rsarchive.org/Lectures/GA327/English/RSPC1938/19240616p02.html,Koberwitz
16/06/1924,327,The Agriculture Course (1958),Lecture VIII,https://rsarchive.org/Lectures/GA327/English/BDA1958/19240616p01.html,Koberwitz
17/06/1924,217a,Youth's Search in Nature,Youth's Search in Nature,https://rsarchive.org/Lectures/GA217a/English/Singles/19240617p01.html,Koberwitz
19/06/1924,300c,Faculty Meetings with Rudolf Steiner II,Sixty-Eighth Meeting,https://rsarchive.org/Lectures/GA300c/English/AP1998/19240619d01.html,Stuttgart
20/06/1924,260,The Christmas Conference,On Behalf of the Members,https://rsarchive.org/Lectures/GA260/English/AP1990/ChrCnf_members.html,Dornach
20/06/1924,327,The Agriculture Course (1938),Introductory Lecture,https://rsarchive.org/Lectures/GA327/English/RSPC1938/AG1938_appendix.html,Dornach
21/06/1924,270,Esoteric Lessons for the First Class II,Fifteenth Hour,https://rsarchive.org/Lectures/GA270/English/eLib2018b/19240621p01.html,Dornach
21/06/1924,270,Esoteric Instructions,Fifteenth Lesson,https://rsarchive.org/Lectures/GA270/English/SOL2023/19240621-JR.html,Dornach
22/06/1924,236,Karmic Relationships II,The Study of Problems Connected with Karma,https://rsarchive.org/Lectures/GA236/English/RSP1974/19240622p01.html,Dornach
24/06/1924,279,Eurythmy as Visible Speech,Eurythmy as Visible Speech,https://rsarchive.org/Lectures/GA279/English/APC1956/19240624p02.html,Dornach
25/06/1924,279,Eurythmy as Visible Speech,The Character of the Individual Sounds,https://rsarchive.org/Lectures/GA279/English/APC1956/19240625p02.html,Dornach
